id,srcLatitude,srcLongitude,destLatitude,destLongitude,airline,srcAirport,destAirport
15729,-2.06,147.42,-5.21,145.79,Air Niugini,MAS,MAG
15730,35.21,-80.94,38.14,-78.45,US Airways,CLT,CHO
15731,55.87,-4.43,52.83,-1.33,Flybe,GLA,EMA
15732,49.57,117.33,52.03,113.31,Hainan Airlines,NZH,HTA
15733,0.02,18.29,3.24,19.77,Baikotovitchestrian Airlines ,MDK,GMA
15734,54.56,55.87,56.74,60.8,BRA-Transportes Aereos,UFA,SVX
15735,-3.04,-60.05,-0.98,-62.92,Azul,MAO,BAZ
15736,41.26,69.28,38.83,65.92,Uzbekistan Airways,TAS,KSQ
15737,14.06,-87.22,15.26,-83.78,Air Atlanta Icelandic,TGU,PEU
15738,35.69,51.31,35.25,47.01,Iran Aseman Airlines,THR,SDG
15739,51.29,6.77,49.01,2.55,Lufthansa,DUS,CDG
15740,25.28,-76.33,26.07,-80.15,United Airlines,GHB,FLL
15741,-19.85,-43.95,-22.92,-42.07,Azul,PLU,CFB
15742,43.12,-77.67,41.41,-81.85,United Airlines,ROC,CLE
15743,47.71,-104.19,45.81,-108.54,Cape Air,SDY,BIL
15744,32.01,34.89,30.12,31.41,Air Sinai,TLV,CAI
15745,36.4,25.48,39.22,22.79,Transavia Holland,JTR,VOL
15746,40.52,22.97,37.07,22.03,Cielos Airlines,SKG,KLX
15747,64.23,-76.53,63.76,-68.56,First Air,YTE,YFB
15748,16.91,96.13,19.43,93.53,Air Bagan,RGN,KYP
15749,48.73,2.36,45.73,5.09,Air France,ORY,LYS
15750,43.36,-1.79,41.3,2.08,Formosa Airlines,EAS,BCN
15751,41.8,12.25,39.25,9.05,Alitalia,FCO,CAG
15752,24.99,102.74,21.97,100.76,Shenzhen Airlines,KMG,JHG
15753,47.46,8.55,50.87,7.14,Swiss International Air Lines,ZRH,CGN
15754,-6.13,141.28,-9.09,143.21,Airlines PNG,UNG,DAU
15755,52.45,-125.3,49.19,-123.18,Pacific Coastal Airline,YAA,YVR
15756,33.43,-112.01,36.93,-111.45,Great Lakes Airlines,PHX,PGA
15757,29.48,60.91,30.27,56.95,Iran Air,ZAH,KER
15758,19.15,-96.19,22.3,-97.87,AeroMéxico,VER,TAM
15759,-7.22,-39.27,-3.78,-38.53,Oceanair,JDO,FOR
15760,-3.43,37.07,-6.22,39.22,Precision Air,JRO,ZNZ
15761,10.6,-66.99,12.5,-70.02,Aserca Airlines,CCS,AUA
15762,17.72,83.22,20.24,85.82,IndiGo Airlines,VTZ,BBI
15763,-20.26,-40.29,-19.63,-43.97,City Connexion Airlines,VIX,CNF
15764,45.57,-84.8,42.21,-83.35,Delta Air Lines,PLN,DTW
15765,59.41,24.83,59.65,17.92,Scandinavian Airlines System,TLL,ARN
15766,9.36,42.79,5.94,43.58,Ethiopian Airlines,JIJ,GDE
15767,-12.91,-38.33,-9.4,-38.25,Azul,SSA,PAV
15768,63.72,23.14,60.32,24.96,Flybe,KOK,HEL
15769,-27.13,-52.66,-25.53,-49.18,NHT Lineas Aereas,XAP,CWB
15770,21.21,110.36,22.64,113.81,Shenzhen Airlines,ZHA,SZX
15771,35.69,51.31,38.33,48.42,Iran Air,THR,ADU
15772,36.12,-86.68,33.95,-83.33,SeaPort Airlines,BNA,AHN
15773,48.73,2.36,46.18,-1.2,Airlinair,ORY,LRH
15774,-26.22,-48.8,-23.43,-46.47,TAM Brazilian Airlines,JOI,GRU
15775,13.73,-60.95,17.14,-61.79,Virgin Atlantic Airways,UVF,ANU
15776,50.03,8.54,51.13,13.77,Lufthansa,FRA,DRS
15777,-33.39,-70.79,-29.92,-71.2,LAN Airlines,SCL,LSC
15778,30.34,-85.8,33.64,-84.43,KLM Royal Dutch Airlines,ECP,ATL
15779,27.67,54.38,25.26,51.57,Iran Air,LRR,DOH
15780,35.21,-80.94,35.04,-85.2,US Airways,CLT,CHA
15781,27.98,-82.53,24.56,-81.76,Southwest Airlines,TPA,EYW
15782,49.43,-2.6,52.83,-1.33,Aurigny Air Services,GCI,EMA
15783,45.59,-122.6,42.16,-121.73,United Airlines,PDX,LMT
15784,48.54,7.63,48.73,2.36,Air France,SXB,ORY
15785,27.33,103.76,29.72,106.64,China Eastern Airlines,ZAT,CKG
15786,25.22,110.04,23.39,113.3,China Southern Airlines,KWL,CAN
15787,-8.75,115.17,-8.54,118.69,Lion Mentari Airlines,DPS,BMU
15788,-5.91,-35.25,-3.85,-32.42,Azul,NAT,FEN
15789,21.21,110.36,23.39,113.3,China Southern Airlines,ZHA,CAN
15790,50.35,30.89,49.92,36.29,Ukraine International Airlines,KBP,HRK
15791,-41.33,174.81,-37.87,175.33,Air New Zealand,WLG,HLZ
15792,-31.71,-60.81,-34.56,-58.42,Aerolineas Argentinas,SFN,AEP
15793,42.21,-83.35,42.94,-78.73,Delta Air Lines,DTW,BUF
15794,43.86,51.09,40.47,50.05,Azerbaijan Airlines,SCO,GYD
15795,21.21,110.36,22.31,113.91,Sichuan Airlines,ZHA,HKG
15796,18.44,-66,18.43,-69.67,Seaborne Airlines,SJU,SDQ
15797,43.91,4.9,41.92,8.8,Nationwide Airlines,AVN,AJA
15798,15.36,75.08,12.95,77.67,Spicejet,HBX,BLR
15799,37.75,112.63,40.56,110,Shandong Airlines,TYN,BAV
15800,33.45,-88.59,33.64,-84.43,KLM Royal Dutch Airlines,GTR,ATL
15801,18.44,-66,17.21,-62.59,TUR Avrupa Hava YollarÄ±,SJU,NEV
15802,41.98,-87.9,39.9,-84.22,US Airways,ORD,DAY
15803,29.65,-95.28,32.85,-96.85,Southwest Airlines,HOU,DAL
15804,40.89,14.29,37.47,15.07,easyJet,NAP,CTA
15805,57.66,18.35,55.53,13.37,Malmö Aviation,VBY,MMX
15806,2.75,101.71,6.17,102.29,Malaysia Airlines,KUL,KBR
15807,47.62,-52.75,49.21,-57.39,Air Canada,YYT,YDF
15808,33.99,71.51,31.52,74.4,Pakistan International Airlines,PEW,LHE
15809,-1.27,116.89,2.16,117.43,Sriwijaya Air,BPN,BEJ
15810,27.88,109.31,28.19,113.22,Potomac Air,TEN,CSX
15811,4.19,73.53,0.73,73.43,Maldivian,MLE,GKK
15812,57.66,18.35,57.77,11.87,Malmö Aviation,VBY,GSE
15813,38.94,-77.46,36.1,-79.94,United Airlines,IAD,GSO
15814,60.19,11.1,59.65,17.92,Scandinavian Airlines System,OSL,ARN
15815,74.72,-94.97,76.43,-82.91,Askari Aviation,YRB,YGZ
15816,37.77,-0.81,40.49,-3.57,Iberia Airlines,MJV,MAD
15817,43.44,5.21,41.5,9.1,Corse-Mediterranee,MRS,FSC
15818,10.82,106.65,14,108.02,Vietnam Airlines,SGN,PXU
15819,35.99,129.42,33.51,126.49,Asiana Airlines,KPO,CJU
15820,22.01,113.38,24.35,116.13,China Southern Airlines,ZUH,MXZ
15821,38.94,-77.46,42.21,-75.98,United Airlines,IAD,BGM
15822,52.45,-1.75,54.66,-6.22,easyJet,BHX,BFS
15823,31.26,-81.47,33.64,-84.43,KLM Royal Dutch Airlines,BQK,ATL
15824,37.62,-122.37,35.43,-119.06,United Airlines,SFO,BFL
15825,43.54,16.3,41.8,12.25,Croatia Airlines,SPU,FCO
15826,41.8,12.25,41.14,16.76,Alitalia,FCO,BRI
15827,36.2,-95.89,32.85,-96.85,Southwest Airlines,TUL,DAL
15828,13.05,109.33,10.82,106.65,Vietnam Airlines,TBB,SGN
15829,-37.93,-57.57,-34.56,-58.42,Aerolineas Argentinas,MDQ,AEP
15830,41.8,12.59,40.63,8.29,Ryanair,CIA,AHO
15831,14.02,-60.99,10.6,-61.34,Leeward Islands Air Transport,SLU,POS
15832,14.1,98.2,16.91,96.13,Air Mandalay,TVY,RGN
15833,41.73,-71.42,39.87,-75.24,US Airways,PVD,PHL
15834,-33.95,151.18,-30.53,151.62,Regional Express,SYD,ARM
15835,25.25,55.36,25.26,51.57,United Airlines,DXB,DOH
15836,-23.94,31.16,-26.14,28.25,South African Airways,PHW,JNB
15837,36.2,-95.89,32.9,-97.04,US Airways,TUL,DFW
15838,22.65,88.45,20.24,85.82,IndiGo Airlines,CCU,BBI
15839,35.53,24.15,37.75,20.88,Transavia Holland,CHQ,ZTH
15840,56.92,23.97,60.32,24.96,Air Baltic,RIX,HEL
15841,45.63,8.73,48.35,11.79,Lufthansa,MXP,MUC
15842,41.58,60.64,39.78,64.48,Uzbekistan Airways,UGC,BHK
15843,32.66,-114.61,33.94,-118.41,United Airlines,YUM,LAX
15844,43.68,10.39,40.63,8.29,Ryanair,PSA,AHO
15845,42.95,-87.9,42.21,-83.35,Delta Air Lines,MKE,DTW
15846,13.91,100.61,10.71,99.36,Nok Air,DMK,CJM
15847,46.59,0.31,45.73,5.09,Air France,PIS,LYS
15848,21.09,79.05,22.72,75.8,IndiGo Airlines,NAG,IDR
15849,16.7,98.55,13.91,100.61,Nok Air,MAQ,DMK
15850,23.59,58.28,24.43,54.65,Oman Air,MCT,AUH
15851,5.3,100.28,8.11,98.32,Malaysia Airlines,PEN,HKT
15852,64.13,-21.94,65.28,-14.4,Air Iceland,RKV,EGS
15853,-9.43,160.05,-8.1,156.86,Solomon Airlines,HIR,GZO
15854,-14.82,-64.92,-17.8,-63.17,Amaszonas,TDD,SRZ
15855,51.43,12.24,51.29,6.77,Germanwings,LEJ,DUS
15856,22.01,113.38,19.93,110.46,Air Foyle,ZUH,HAK
15857,-41.33,174.81,-38.11,176.32,Air New Zealand,WLG,ROT
15858,-5.6,12.19,-8.86,13.23,Cosmic Air,CAB,LAD
15859,-2.06,147.42,-2.58,150.81,Air Niugini,MAS,KVG
15860,55.62,12.66,53.05,8.79,Scandinavian Airlines System,CPH,BRE
15861,45.47,-73.74,48.33,-71,Air Canada,YUL,YBG
15862,38.75,-90.37,39.3,-94.71,Southwest Airlines,STL,MCI
15863,1.59,-75.56,4.7,-74.15,Avianca - Aerovias Nacionales de Colombia,FLA,BOG
15864,-26.14,28.25,-29.09,26.3,South African Airways,JNB,BFN
15865,22.61,108.17,19.93,110.46,Caucasus Airlines,NNG,HAK
15866,33.94,-118.41,36.08,-115.15,Southwest Airlines,LAX,LAS
15867,33.37,-7.59,30.38,-9.55,Royal Air Maroc,CMN,AGA
15868,44.88,-93.22,44.26,-88.51,Delta Air Lines,MSP,ATW
15869,24.96,46.7,28.34,46.13,Saudi Arabian Airlines,RUH,AQI
15870,22.58,120.35,25.94,119.66,Xiamen Airlines,KHH,FOC
15871,62.4,25.68,65.78,24.6,Finnair,JYV,KEM
15872,53.63,9.99,52.31,4.76,KLM Royal Dutch Airlines,HAM,AMS
15873,51.87,-0.37,49.01,2.55,easyJet,LTN,CDG
15874,51.1,16.89,54.38,18.47,Eurolot,WRO,GDN
15875,16.47,102.78,13.68,100.75,Thai Airways International,KKC,BKK
15876,57.66,12.28,59.35,17.94,Malmö Aviation,GOT,BMA
15877,38.37,-82.56,35.21,-80.94,US Airways,HTS,CLT
15878,26.95,64.13,24.91,67.16,Pakistan International Airlines,PJG,KHI
15879,38.48,106.01,39.85,110.03,Air Foyle,INC,DSN
15880,33.22,-92.81,32.85,-96.85,SeaPort Airlines,ELD,DAL
15881,56.23,43.78,55.41,37.91,Ural Airlines,GOJ,DME
15882,-4.82,11.89,-4.25,15.25,Pacific East Asia Cargo Airlines,PNR,BZV
15883,56.27,15.27,59.35,17.94,Malmö Aviation,RNB,BMA
15884,63.05,17.77,59.65,17.92,Scandinavian Airlines System,KRF,ARN
15885,-37.67,144.84,-41,145.73,Regional Express,MEL,BWT
15886,18,-92.82,19.15,-96.19,AeroMéxico,VSA,VER
15887,40.98,28.81,44.36,28.49,Turkish Airlines,IST,CND
15888,38.28,114.7,40.85,111.82,China Eastern Airlines,SJW,HET
15889,36.69,3.22,38.28,-0.56,Air Algerie,ALG,ALC
15890,48.78,44.35,47.26,39.82,BRA-Transportes Aereos,VOG,ROV
15891,49.63,6.21,46.24,6.11,Luxair,LUX,GVA
15892,41.98,-87.9,42.21,-83.35,US Airways,ORD,DTW
15893,50.35,30.89,48.36,35.1,ZABAIKAL AIRLINES,KBP,DNK
15894,6.16,-75.42,7.93,-72.51,Avianca - Aerovias Nacionales de Colombia,MDE,CUC
15895,36.85,10.23,33.94,8.11,Tuninter,TUN,TOE
15896,47.45,-122.31,44.12,-123.21,Alaska Airlines,SEA,EUG
15897,58.35,-134.58,55.36,-131.71,KLM Royal Dutch Airlines,JNU,KTN
15898,68.64,-95.85,69.11,-105.14,First Air,YHK,YCB
15899,29.53,-98.47,26.23,-97.65,Southwest Airlines,SAT,HRL
15900,1.57,30.22,-1.67,29.24,Baikotovitchestrian Airlines ,BUX,GOM
15901,27.98,34.39,30.12,31.41,Egyptair,SSH,CAI
15902,43.63,1.36,45.73,5.09,easyJet,TLS,LYS
15903,41.07,-73.71,38.85,-77.04,US Airways,HPN,DCA
15904,-29.46,27.55,-26.14,28.25,South African Airways,MSU,JNB
15905,-23.38,43.73,-25.04,46.96,Air Madagascar,TLE,FTU
15906,41.98,-87.9,42.56,-92.4,US Airways,ORD,ALO
15907,16.04,108.2,12.67,108.12,Vietnam Airlines,DAD,BMV
15908,41.38,123.29,42.24,118.91,Air Foyle,SHE,CIF
15909,32.66,13.16,35.86,14.48,Libyan Arab Airlines,TIP,MLA
15910,-40.32,175.62,-37.01,174.79,Air New Zealand,PMR,AKL
15911,-31.94,115.97,-34.94,117.81,Virgin Australia,PER,ALH
15912,39.43,141.14,42.78,141.69,Japan Airlines,HNA,CTS
15913,3.05,30.92,0.04,32.44,Eagle Air,RUA,EBB
15914,-37.73,144.9,-40.09,147.99,Sharp Airlines,MEB,FLS
15915,3.76,8.71,0.46,9.41,Dennis Sky,SSG,LBV
15916,29.1,110.44,29.72,106.64,Potomac Air,DYG,CKG
15917,64.19,-83.36,63.35,-90.73,First Air,YZS,YCS
15918,52.56,13.29,49.5,11.07,Hainan Airlines,TXL,NUE
15919,11.6,122.75,14.51,121.02,Philippine Airlines,RXS,MNL
15920,60.19,11.1,62.56,6.11,Scandinavian Airlines System,OSL,AES
15921,44.88,-93.22,41.53,-93.66,Delta Air Lines,MSP,DSM
15922,35.69,51.31,33.44,48.28,Iran Air,THR,KHD
15923,50.44,-5,53.35,-2.27,Flybe,NQY,MAN
15924,-22.91,-43.16,-19.63,-43.97,TAM Brazilian Airlines,SDU,CNF
15925,11.89,-15.65,14.74,-17.49,Senegal Airlines,OXB,DKR
15926,48.69,9.22,51.43,12.24,Germanwings,STR,LEJ
15927,26.11,91.59,27.48,95.02,Air Sahara,GAU,DIB
15928,37.4,121.37,36.86,117.22,Shandong Airlines,YNT,TNA
15929,34.57,69.21,33.62,73.1,Pakistan International Airlines,KBL,ISB
15930,6.29,-10.76,8.62,-13.2,Ethiopian Airlines,MLW,FNA
15931,2.83,27.59,0.52,25.16,Baikotovitchestrian Airlines ,IRP,FKI
15932,22.01,113.38,23.4,116.68,China Southern Airlines,ZUH,SWA
15933,18.5,-77.91,19.29,-81.36,Cayman Airways,MBJ,GCM
15934,32.9,59.27,36.23,59.64,Iran Air,XBJ,MHD
15935,53.87,-1.66,57.2,-2.2,Eastern Airways,LBA,ABZ
15936,45.73,5.09,48.98,6.25,Airlinair,LYS,ETZ
15937,42.78,141.69,39.62,140.22,All Nippon Airways,CTS,AXT
15938,47.15,-1.61,49.01,2.55,XL Airways France,NTE,CDG
15939,45.31,131,45.62,126.25,Potomac Air,JXA,HRB
15940,40.98,28.81,37.86,30.37,Turkish Airlines,IST,ISE
15941,33.82,-118.15,36.08,-115.15,JetBlue Airways,LGB,LAS
15942,22.64,113.81,25.83,114.91,China Southern Airlines,SZX,KOW
15943,39.72,-86.29,42.21,-83.35,Delta Air Lines,IND,DTW
15944,52.83,-1.33,55.95,-3.37,Flybe,EMA,EDI
15945,-37.75,140.79,-34.95,138.53,Regional Express,MGB,ADL
15946,27.91,120.85,31.14,121.81,Shenzhen Airlines,WNZ,PVG
15947,-2.63,-56.74,-3.04,-60.05,Azul,PIN,MAO
15948,32.34,-104.26,35.04,-106.61,Pacific Wings,CNM,ABQ
15949,-23.01,-47.13,-19.77,-47.96,Azul,VCP,UBA
15950,53.57,-0.35,52.31,4.76,KLM Royal Dutch Airlines,HUY,AMS
15951,45.63,8.73,43.44,5.21,Corse-Mediterranee,MXP,MRS
15952,51.48,-0.46,52.31,4.76,China Eastern Airlines,LHR,AMS
15953,33.48,131.74,34.79,135.44,All Nippon Airways,OIT,ITM
15954,39.05,-84.67,36.12,-86.68,Delta Air Lines,CVG,BNA
15955,2.45,-76.61,4.7,-74.15,Avianca - Aerovias Nacionales de Colombia,PPN,BOG
15956,-18.8,47.48,-20.28,44.32,Air Madagascar,TNR,MOQ
15957,39.86,-104.67,42.91,-106.46,United Airlines,DEN,CPR
15958,32.64,-108.16,33.43,-112.01,Great Lakes Airlines,SVC,PHX
15959,39.12,117.35,42.24,118.91,China Eastern Airlines,TSN,CIF
15960,47.26,11.34,50.03,8.54,Austrian Airlines,INN,FRA
15961,32.66,13.16,31.06,16.6,Libyan Arab Airlines,TIP,SRX
15962,-31.94,115.97,-28.8,114.71,Virgin Australia,PER,GET
15963,17.31,-62.72,18.44,-66,Seaborne Airlines,SKB,SJU
15964,41.26,69.28,40.12,65.17,Uzbekistan Airways,TAS,NVI
15965,14.51,121.02,12.37,123.63,Philippine Airlines,MNL,MBT
15966,42.21,-83.35,39.05,-84.67,Delta Air Lines,DTW,CVG
15967,11.78,-70.15,10.6,-66.99,Conviasa,LSP,CCS
15968,48.07,-1.73,44.83,-0.72,Nationwide Airlines,RNS,BOD
15969,27.91,120.85,31.2,121.34,China Eastern Airlines,WNZ,SHA
15970,46.79,-71.39,45.32,-75.67,Air Canada,YQB,YOW
15971,31.88,77.15,28.57,77.1,Air India Limited,KUU,DEL
15972,22.25,-100.93,19.44,-99.07,Aeromar,SLP,MEX
15973,-18.8,47.48,-15.67,46.35,Air Madagascar,TNR,MJN
15974,53.32,-60.43,56.55,-61.68,WebJet Linhas A,YYR,YDP
15975,33.51,126.49,36.72,127.5,Eastar Jet,CJU,CJJ
15976,19.44,-99.07,18,-102.22,Aeromar,MEX,LZC
15977,40.49,-3.57,37.19,-3.78,Iberia Airlines,MAD,GRX
15978,31.36,-100.5,32.9,-97.04,US Airways,SJT,DFW
15979,40.86,25.96,37.94,23.94,Olympic Airlines,AXD,ATH
15980,16.47,102.78,13.91,100.61,Thai AirAsia,KKC,DMK
15981,60.19,11.1,63.11,7.82,Scandinavian Airlines System,OSL,KSU
15982,61.41,23.6,59.65,17.92,Thai Airways International,TMP,ARN
15983,40.78,-73.87,38.94,-77.46,United Airlines,LGA,IAD
15984,54.62,-5.87,57.2,-2.2,Flybe,BHD,ABZ
15985,-12.06,134.23,-12.41,130.87,Airnorth,MNG,DRW
15986,43.11,-76.11,39.87,-75.24,US Airways,SYR,PHL
15987,24.99,102.74,27.25,105.43,Juneyao Airlines,KMG,BFJ
15988,-32.9,-60.79,-31.32,-64.21,TRIP Linhas A,ROS,COR
15989,43.86,51.09,47.12,51.82,Air Astana,SCO,GUW
15990,17,-96.73,19.44,-99.07,AeroMéxico,OAX,MEX
15991,-23.48,-52.02,-25.53,-49.18,KLM Royal Dutch Airlines,MGF,CWB
15992,30.4,-84.35,28.43,-81.31,United Airlines,TLH,MCO
15993,48.54,7.63,45.73,5.09,Airlinair,SXB,LYS
15994,33.59,130.45,33.51,126.49,Asiana Airlines,FUK,CJU
15995,41.79,-87.75,42.21,-83.35,Southwest Airlines,MDW,DTW
15996,47.45,-122.31,44.25,-121.15,Alaska Airlines,SEA,RDM
15997,5.3,100.28,3.78,103.21,Malaysia Airlines,PEN,KUA
15998,40.64,-73.78,38.94,-77.46,United Airlines,JFK,IAD
15999,26.68,-80.1,25.47,-76.68,United Airlines,PBI,ELH
16000,48.73,2.36,51.48,-0.46,Iberia Airlines,ORY,LHR
16001,35.34,-94.37,32.9,-97.04,US Airways,FSM,DFW
16002,44.88,-93.22,43.14,-89.34,Delta Air Lines,MSP,MSN
16003,-51.61,-69.31,-54.84,-68.3,TRIP Linhas A,RGL,USH
16004,-35.17,147.47,-33.95,151.18,Regional Express,WGA,SYD
16005,50.03,8.54,52.31,4.76,China Eastern Airlines,FRA,AMS
16006,27.7,85.36,28.1,81.67,Yeti Airways,KTM,KEP
16007,40.98,28.81,40.13,33,Turkish Airlines,IST,ESB
16008,-22.91,-43.16,-23.63,-46.66,Oceanair,SDU,CGH
16009,41.13,-100.68,39.86,-104.67,Great Lakes Airlines,LBF,DEN
16010,24.55,55.1,25.26,51.57,Qatar Airways,DWC,DOH
16011,-25.92,32.57,-23.88,35.41,Air Mozambique,MPM,INH
16012,36.48,-82.41,33.64,-84.43,KLM Royal Dutch Airlines,TRI,ATL
16013,12.05,8.52,9.01,7.26,Arik Air,KAN,ABV
16014,45.86,1.18,43.91,4.9,Nationwide Airlines,LIG,AVN
16015,35.88,-78.79,38.85,-77.04,US Airways,RDU,DCA
16016,51.15,-0.19,52.31,4.76,easyJet,LGW,AMS
16017,38.94,-77.46,38.37,-81.59,United Airlines,IAD,CRW
16018,35.21,-80.94,33.64,-84.43,Virgin Atlantic Airways,CLT,ATL
16019,43.23,27.83,42.7,23.41,Bulgaria Air,VAR,SOF
16020,-35.17,147.47,-37.67,144.84,Regional Express,WGA,MEL
16021,33.68,-117.87,36.08,-115.15,Southwest Airlines,SNA,LAS
16022,35.76,140.39,36.39,136.41,All Nippon Airways,NRT,KMQ
16023,52.38,13.52,55.62,12.66,easyJet,SXF,CPH
16024,39.3,-94.71,36.26,-93.15,SeaPort Airlines,MCI,HRO
16025,35.62,-0.62,36.69,3.22,Air Algerie,ORN,ALG
16026,35.86,14.48,36.08,10.44,Transavia Holland,MLA,NBE
16027,59.3,-139.39,60.49,-145.48,Alaska Airlines,YAK,CDV
16028,40.52,22.97,38.34,26.14,Cielos Airlines,SKG,JKH
16029,52.19,-7.09,52.45,-1.75,Flybe,WAT,BHX
16030,49.5,11.07,51.29,6.77,Air Berlin,NUE,DUS
16031,16.91,96.13,18.77,98.96,Air Bagan,RGN,CNX
16032,29.54,52.59,32.75,51.86,Iran Air,SYZ,IFN
16033,47.46,8.55,45.51,12.35,Swiss International Air Lines,ZRH,VCE
16034,50.95,-1.36,48.73,2.36,Flybe,SOU,ORY
16035,52.45,-1.75,54.62,-5.87,Flybe,BHX,BHD
16036,43.68,-79.63,45.32,-75.67,WestJet,YYZ,YOW
16037,-29.99,-51.17,-27.67,-48.55,Oceanair,POA,FLN
16038,34.86,136.81,37.57,139.06,All Nippon Airways,NGO,KIJ
16039,53.63,9.99,50.87,7.14,Germanwings,HAM,CGN
16040,25.79,-80.29,25.47,-76.68,US Airways,MIA,ELH
16041,60.19,11.1,61.58,5.02,Widerøe,OSL,FRO
16042,3.13,101.55,6.19,100.4,Malindo Air,SZB,AOR
16043,12.68,101.01,9.55,100.06,Bangkok Airways,UTP,USM
16044,19.09,72.87,22.34,73.23,Air Sahara,BOM,BDQ
16045,63.46,10.92,60.19,11.1,Scandinavian Airlines System,TRD,OSL
16046,40.98,28.81,37.79,29.7,Turkish Airlines,IST,DNZ
16047,36.86,117.22,40.08,116.58,Shandong Airlines,TNA,PEK
16048,3.13,101.55,1.12,104.12,Malaysia Airlines,SZB,BTH
16049,39.12,117.35,38.97,121.54,Shenzhen Airlines,TSN,DLC
16050,-31.79,-60.48,-34.56,-58.42,Aerolineas Argentinas,PRA,AEP
16051,38.81,139.79,35.55,139.78,All Nippon Airways,SYO,HND
16052,43.86,51.09,46.28,48.01,Scat Air,SCO,ASF
16053,40.08,116.58,41.54,120.44,Shenzhen Airlines,PEK,CHG
16054,49.21,-2.2,52.45,-1.75,Flybe,JER,BHX
16055,-3.04,-60.05,-4.09,-63.14,Azul,MAO,CIZ
16056,-16.51,-68.19,-16.34,-71.58,Amaszonas,LPB,AQP
16057,62.46,-114.44,61.76,-121.24,Air Tindi,YZF,YFS
16058,41.38,123.29,42.09,127.55,China Southern Airlines,SHE,NBS
16059,-18.1,25.84,-20.02,28.62,Air Zimbabwe,VFA,BUQ
16060,29.54,52.59,26.53,53.98,Georgian National Airlines,SYZ,KIH
16061,45.79,3.17,49.01,2.55,Alitalia,CFE,CDG
16062,8.95,-64.15,10.6,-66.99,Conviasa,SOM,CCS
16063,29.98,-95.34,32.9,-97.04,US Airways,IAH,DFW
16064,14.06,-87.22,14.58,-90.53,Patriot Airways,TGU,GUA
16065,40.45,21.28,37.94,23.94,Big Sky Airlines,KSO,ATH
16066,51.43,12.24,50.87,7.14,Germanwings,LEJ,CGN
16067,32.81,35.04,29.56,34.96,Arkia Israel Airlines,HFA,ETH
16068,64.73,-155.47,64.82,-147.86,Astral Aviation,RBY,FAI
16069,74.72,-94.97,73.01,-85.05,First Air,YRB,YAB
16070,-22.81,-43.24,-19.63,-43.97,TAM Brazilian Airlines,GIG,CNF
16071,43.44,5.21,42.55,9.48,Corse-Mediterranee,MRS,BIA
16072,35.88,-78.79,38.94,-77.46,United Airlines,RDU,IAD
16073,-26.22,-48.8,-23.63,-46.66,TAM Brazilian Airlines,JOI,CGH
16074,40.9,9.52,43.66,7.22,easyJet,OLB,NCE
16075,36.12,103.62,35.8,107.6,China Eastern Airlines,LHW,IQN
16076,30.4,-84.35,33.64,-84.43,KLM Royal Dutch Airlines,TLH,ATL
16077,-22.81,-43.24,-23.63,-46.66,TAM Brazilian Airlines,GIG,CGH
16078,9.34,13.37,12.13,15.03,Camair-co,GOU,NDJ
16079,24.99,102.74,25.05,99.17,China Eastern Airlines,KMG,BSD
16080,63.46,10.92,66.36,14.3,Widerøe,TRD,MQN
16081,-13.27,35.27,-16.1,33.64,Air Mozambique,VXC,TET
16082,58.41,15.68,55.62,12.66,Scandinavian Airlines System,LPI,CPH
16083,44.74,-85.58,41.98,-87.9,US Airways,TVC,ORD
16084,-18.11,49.39,-15,50.32,Air Madagascar,TMM,ANM
16085,-23.43,-46.47,-25.53,-49.18,Lufthansa,GRU,CWB
16086,48.69,9.22,46.24,6.11,Flybaboo,STR,GVA
16087,48.35,11.79,46.91,7.5,SkyWork Airlines ,MUC,BRN
16088,47.45,-122.31,47.62,-117.53,Alaska Airlines,SEA,GEG
16089,52.83,-1.33,54.62,-5.87,Flybe,EMA,BHD
16090,13.58,124.21,14.51,121.02,Cebu Pacific,VRC,MNL
16091,62.66,29.61,60.32,24.96,Finnair,JOE,HEL
16092,44.88,-93.22,46.92,-96.82,Delta Air Lines,MSP,FAR
16093,-15.66,-146.88,-17.56,-149.61,Air Tahiti,KKR,PPT
16094,36.08,-115.15,34.2,-118.36,Southwest Airlines,LAS,BUR
16095,42.88,129.45,43.54,125.12,China Southern Airlines,YNJ,CGQ
16096,35.22,26.1,37.94,23.94,Cielos Airlines,JSH,ATH
16097,41.98,-87.9,42.97,-83.74,US Airways,ORD,FNT
16098,5.45,-55.19,6.5,-58.25,Surinam Airways,PBM,GEO
16099,19.9,102.16,18.77,98.96,Lao Airlines,LPQ,CNX
16100,34.86,136.81,36.18,140.42,Skymark Airlines,NGO,IBR
16101,45.59,-122.6,42.37,-122.87,Alaska Airlines,PDX,MFR
16102,-9.43,160.05,-7.33,157.58,Solomon Airlines,HIR,KGE
16103,51.89,0.24,51.45,5.37,Ryanair,STN,EIN
16104,17.11,81.82,17.45,78.47,Spicejet,RJA,HYD
16105,43.68,-79.63,40.49,-80.23,United Airlines,YYZ,PIT
16106,8.48,76.92,7.18,79.88,SriLankan Airlines,TRV,CMB
16107,-37.75,140.79,-37.67,144.84,Regional Express,MGB,MEL
16108,38.76,-27.09,39.46,-31.13,SATA Air Acores,TER,FLW
16109,41.98,-87.9,43.53,-84.08,United Airlines,ORD,MBS
